customer_id,order_date,product_name,product_category,quantity,unit_price,total_amount
C0440,2023-04-23,Wireless Charger,Electronics,1,20.4,20.4
C0441,2023-04-23,Power Bank,Electronics,1,23.08,23.08
C0464,2023-04-23,Air Purifier,Home,4,141.59,566.36
C0465,2023-04-23,Bluetooth Speaker,Electronics,2,32.93,65.86
C0475,2023-04-23,LED Desk Lamp,Home,1,27.82,27.82
C0479,2023-04-23,Wireless Charger,Electronics,1,21.24,21.24
C0512,2023-04-23,Storage Bins,Home,1,10.64,10.64
C0530,2023-04-23,Bluetooth Speaker,Electronics,1,31.13,31.13
C0550,2023-04-23,Storage Bins,Home,1,11.19,11.19
C0007,2023-04-24,Running Shoes,Fashion,1,211.04,211.04
C0027,2023-04-24,Air Purifier,Home,2,545.07,1090.14
C0085,2023-04-24,Wireless Charger,Electronics,2,34.26,68.52
C0180,2023-04-24,Smartphone Case,Electronics,1,23.49,23.49
C0193,2023-04-24,Baseball Cap,Fashion,3,32.23,96.69
C0209,2023-04-24,Vacuum Cleaner,Home,2,174.92,349.84
C0211,2023-04-24,Power Bank,Electronics,1,38.53,38.53
C0214,2023-04-24,Business Strategy Book,Books,4,32.5,130.0
C0292,2023-04-24,Casual T-Shirt,Fashion,1,13.94,13.94
C0323,2023-04-24,Baseball Cap,Fashion,3,16.1,48.3
C0385,2023-04-24,Air Purifier,Home,3,142.19,426.57
C0459,2023-04-24,Wireless Charger,Electronics,1,19.89,19.89
C0482,2023-04-24,Bluetooth Speaker,Electronics,1,33.4,33.4
C0500,2023-04-24,Air Purifier,Home,2,144.12,288.24
C0504,2023-04-24,Car Phone Mount,Electronics,1,17.85,17.85
C0539,2023-04-24,Storage Bins,Home,2,10.42,20.84
C0023,2023-04-25,Power Bank,Electronics,2,84.28,168.56
C0026,2023-04-25,Storage Bins,Home,2,42.28,84.56
C0124,2023-04-25,Baseball Cap,Fashion,1,31.96,31.96
C0144,2023-04-25,Wireless Headphones,Electronics,3,117.23,351.69
C0214,2023-04-25,Cookbook,Books,1,32.53,32.53
C0251,2023-04-25,Bluetooth Speaker,Electronics,2,34.06,68.12
C0257,2023-04-25,Running Shoes,Fashion,1,66.04,66.04
C0314,2023-04-25,Power Bank,Electronics,3,26.28,78.84
C0356,2023-04-25,Storage Bins,Home,1,11.52,11.52
C0366,2023-04-25,Fiction Novel,Books,3,10.34,31.02
C0405,2023-04-25,Coffee Maker,Home,2,57.76,115.52
C0422,2023-04-25,Vacuum Cleaner,Home,1,108.39,108.39
C0428,2023-04-25,Power Bank,Electronics,1,24.59,24.59
C0477,2023-04-25,Denim Jeans,Fashion,1,40.63,40.63
C0495,2023-04-25,Running Shoes,Fashion,1,59.93,59.93
C0539,2023-04-25,Screen Protector,Electronics,1,6.74,6.74
C0023,2023-04-26,Bluetooth Speaker,Electronics,3,116.09,348.27
C0025,2023-04-26,Running Shoes,Fashion,2,224.47,448.94
C0066,2023-04-26,Air Purifier,Home,1,242.29,242.29
C0131,2023-04-26,Vacuum Cleaner,Home,2,168.97,337.94
C0186,2023-04-26,Sunglasses,Fashion,1,57.85,57.85
C0322,2023-04-26,Power Bank,Electronics,1,25.06,25.06
C0339,2023-04-26,Running Shoes,Fashion,1,60.0,60.0
C0361,2023-04-26,Car Phone Mount,Electronics,1,17.71,17.71
C0386,2023-04-26,Power Bank,Electronics,3,24.86,74.58
C0402,2023-04-26,Sunglasses,Fashion,2,34.26,68.52
C0487,2023-04-26,Coffee Maker,Home,1,50.97,50.97
C0520,2023-04-26,Running Shoes,Fashion,2,61.6,123.2
C0539,2023-04-26,Baseball Cap,Fashion,1,17.98,17.98
C0546,2023-04-26,Wireless Charger,Electronics,1,20.51,20.51
C0068,2023-04-27,Kitchen Scale,Home,1,29.44,29.44
C0093,2023-04-27,Cookbook,Books,2,36.11,72.22
C0103,2023-04-27,Running Shoes,Fashion,3,102.45,307.35
C0114,2023-04-27,Wireless Charger,Electronics,1,37.33,37.33
C0115,2023-04-27,Power Bank,Electronics,2,40.58,81.16
C0151,2023-04-27,Wireless Charger,Electronics,3,33.16,99.48
C0152,2023-04-27,Coffee Maker,Home,1,98.99,98.99
C0169,2023-04-27,Running Shoes,Fashion,1,116.7,116.7
C0292,2023-04-27,Power Bank,Electronics,4,22.1,88.4
C0292,2023-04-27,Business Strategy Book,Books,2,18.71,37.42
C0299,2023-04-27,Coffee Maker,Home,1,51.3,51.3
C0316,2023-04-27,Power Bank,Electronics,2,25.14,50.28
C0377,2023-04-27,Power Bank,Electronics,1,24.15,24.15
C0409,2023-04-27,Coffee Maker,Home,1,53.88,53.88
C0434,2023-04-27,Bluetooth Speaker,Electronics,2,32.3,64.6
C0472,2023-04-27,Sunglasses,Fashion,2,35.88,71.76
C0484,2023-04-27,Fiction Novel,Books,2,11.27,22.54
C0010,2023-04-28,Fiction Novel,Books,1,37.48,37.48
C0054,2023-04-28,Cookbook,Books,2,37.34,74.68
C0095,2023-04-28,Kitchen Scale,Home,2,30.6,61.2
C0147,2023-04-28,Running Shoes,Fashion,1,101.48,101.48
C0187,2023-04-28,Bluetooth Speaker,Electronics,1,49.78,49.78
C0201,2023-04-28,Cookbook,Books,4,35.37,141.48
C0207,2023-04-28,Wireless Charger,Electronics,3,32.44,97.32
C0339,2023-04-28,Air Purifier,Home,4,132.32,529.28
C0390,2023-04-28,Cookbook,Books,1,22.91,22.91
C0420,2023-04-28,USB-C Cable,Electronics,1,8.91,8.91
C0502,2023-04-28,Coffee Maker,Home,1,58.23,58.23
C0520,2023-04-28,Screen Protector,Electronics,2,6.88,13.76
C0523,2023-04-28,Denim Jeans,Fashion,2,42.7,85.4
C0544,2023-04-28,Baseball Cap,Fashion,2,16.13,32.26
C0545,2023-04-28,Vacuum Cleaner,Home,1,108.6,108.6
C0014,2023-04-29,Air Purifier,Home,4,507.99,2031.96
C0024,2023-04-29,Air Purifier,Home,1,511.58,511.58
C0052,2023-04-29,Vacuum Cleaner,Home,3,193.83,581.49
C0103,2023-04-29,Storage Bins,Home,1,18.01,18.01
C0117,2023-04-29,Wireless Headphones,Electronics,2,113.88,227.76
C0232,2023-04-29,Coffee Maker,Home,2,99.17,198.34
C0293,2023-04-29,Casual T-Shirt,Fashion,2,12.97,25.94
C0337,2023-04-29,Baseball Cap,Fashion,1,19.23,19.23
C0476,2023-04-29,Vacuum Cleaner,Home,4,100.0,400.0
C0517,2023-04-29,Self-Help Guide,Books,1,13.3,13.3
C0540,2023-04-29,USB-C Cable,Electronics,1,8.39,8.39
C0015,2023-04-30,Self-Help Guide,Books,2,45.33,90.66
C0163,2023-04-30,LED Desk Lamp,Home,1,52.38,52.38
C0271,2023-04-30,USB-C Cable,Electronics,3,8.65,25.95
C0286,2023-04-30,Fiction Novel,Books,1,10.36,10.36
C0297,2023-04-30,Sunglasses,Fashion,1,36.93,36.93
C0297,2023-04-30,Fiction Novel,Books,3,9.75,29.25
C0301,2023-04-30,LED Desk Lamp,Home,3,29.96,89.88
C0327,2023-04-30,Business Strategy Book,Books,4,17.56,70.24
C0349,2023-04-30,Bluetooth Speaker,Electronics,3,30.8,92.4
C0435,2023-04-30,Fiction Novel,Books,1,10.17,10.17
C0457,2023-04-30,Wireless Headphones,Electronics,1,61.85,61.85
C0465,2023-04-30,Vacuum Cleaner,Home,1,105.98,105.98
C0538,2023-04-30,Denim Jeans,Fashion,1,41.46,41.46
C0138,2023-05-01,Coffee Maker,Home,1,105.2,105.2
C0143,2023-05-01,Coffee Maker,Home,1,87.36,87.36
C0232,2023-05-01,Coffee Maker,Home,2,92.62,185.24
C0293,2023-05-01,Screen Protector,Electronics,2,7.34,14.68
C0331,2023-05-01,Kitchen Scale,Home,2,17.15,34.3
C0370,2023-05-01,Vacuum Cleaner,Home,1,110.89,110.89
C0415,2023-05-01,Smartphone Case,Electronics,1,14.15,14.15
C0433,2023-05-01,Wireless Headphones,Electronics,1,57.66,57.66
C0486,2023-05-01,Car Phone Mount,Electronics,2,16.55,33.1
C0089,2023-05-02,Coffee Maker,Home,1,95.53,95.53
C0101,2023-05-02,LED Desk Lamp,Home,2,51.01,102.02
C0119,2023-05-02,Storage Bins,Home,1,18.61,18.61
C0177,2023-05-02,Vacuum Cleaner,Home,1,176.12,176.12
C0212,2023-05-02,Bluetooth Speaker,Electronics,1,55.25,55.25
C0235,2023-05-02,Casual T-Shirt,Fashion,1,24.5,24.5
C0343,2023-05-02,Bluetooth Speaker,Electronics,1,31.24,31.24
C0488,2023-05-02,Cookbook,Books,1,21.43,21.43
C0504,2023-05-02,Smartphone Case,Electronics,1,13.02,13.02
C0504,2023-05-02,Fiction Novel,Books,2,10.82,21.64
C0534,2023-05-02,Vacuum Cleaner,Home,2,112.58,225.16
C0015,2023-05-03,Fiction Novel,Books,4,34.18,136.72
C0142,2023-05-03,USB-C Cable,Electronics,2,15.92,31.84
C0215,2023-05-03,Sunglasses,Fashion,1,56.2,56.2
C0284,2023-05-03,Business Strategy Book,Books,2,17.3,34.6
C0289,2023-05-03,Sunglasses,Fashion,2,34.92,69.84
C0321,2023-05-03,Storage Bins,Home,2,12.2,24.4
C0334,2023-05-03,Smartphone Case,Electronics,4,14.77,59.08
C0371,2023-05-03,Power Bank,Electronics,3,23.51,70.53
C0394,2023-05-03,Vacuum Cleaner,Home,1,113.6,113.6
C0449,2023-05-03,Wireless Charger,Electronics,3,21.37,64.11
C0454,2023-05-03,Coffee Maker,Home,1,53.44,53.44
C0466,2023-05-03,Baseball Cap,Fashion,2,16.52,33.04
C0480,2023-05-03,Casual T-Shirt,Fashion,2,14.24,28.48
C0514,2023-05-03,LED Desk Lamp,Home,2,28.27,56.54
C0021,2023-05-04,Coffee Maker,Home,1,218.96,218.96
C0047,2023-05-04,Bluetooth Speaker,Electronics,1,103.93,103.93
C0112,2023-05-04,Running Shoes,Fashion,1,100.72,100.72
C0113,2023-05-04,Wireless Charger,Electronics,1,37.4,37.4
C0136,2023-05-04,Casual T-Shirt,Fashion,1,22.77,22.77
C0292,2023-05-04,USB-C Cable,Electronics,1,9.99,9.99
C0319,2023-05-04,Self-Help Guide,Books,1,12.88,12.88
C0348,2023-05-04,Running Shoes,Fashion,1,67.88,67.88
C0460,2023-05-04,Fiction Novel,Books,4,9.6,38.4
C0470,2023-05-04,Storage Bins,Home,1,10.44,10.44
C0506,2023-05-04,Screen Protector,Electronics,3,6.3,18.9
C0019,2023-05-05,Cookbook,Books,1,71.93,71.93
C0079,2023-05-05,Casual T-Shirt,Fashion,1,23.39,23.39
C0079,2023-05-05,USB-C Cable,Electronics,1,15.72,15.72
C0084,2023-05-05,Casual T-Shirt,Fashion,1,25.67,25.67
C0092,2023-05-05,Kitchen Scale,Home,1,29.99,29.99
C0103,2023-05-05,Self-Help Guide,Books,2,21.75,43.5
C0135,2023-05-05,Air Purifier,Home,4,255.17,1020.68
C0161,2023-05-05,Baseball Cap,Fashion,1,28.19,28.19
C0236,2023-05-05,Sunglasses,Fashion,2,64.31,128.62
C0303,2023-05-05,Car Phone Mount,Electronics,2,17.15,34.3
C0356,2023-05-05,Running Shoes,Fashion,2,65.61,131.22
C0462,2023-05-05,Wireless Charger,Electronics,1,22.81,22.81
C0479,2023-05-05,Bluetooth Speaker,Electronics,2,32.4,64.8
C0079,2023-05-06,Bluetooth Speaker,Electronics,1,50.38,50.38
C0170,2023-05-06,LED Desk Lamp,Home,2,44.6,89.2
C0187,2023-05-06,Wireless Headphones,Electronics,1,116.63,116.63
C0208,2023-05-06,Wireless Charger,Electronics,1,38.94,38.94
C0311,2023-05-06,Power Bank,Electronics,1,23.5,23.5
C0430,2023-05-06,Self-Help Guide,Books,1,14.16,14.16
C0533,2023-05-06,LED Desk Lamp,Home,1,27.58,27.58
C0088,2023-05-07,USB-C Cable,Electronics,1,15.16,15.16
C0136,2023-05-07,Sunglasses,Fashion,2,58.9,117.8
C0137,2023-05-07,Wireless Charger,Electronics,2,36.44,72.88
C0195,2023-05-07,LED Desk Lamp,Home,1,52.12,52.12
C0236,2023-05-07,Cookbook,Books,3,34.77,104.31
C0291,2023-05-07,Air Purifier,Home,1,141.35,141.35
C0343,2023-05-07,Storage Bins,Home,1,10.26,10.26
C0352,2023-05-07,Self-Help Guide,Books,2,14.08,28.16
C0373,2023-05-07,Business Strategy Book,Books,1,19.21,19.21
C0518,2023-05-07,Wireless Charger,Electronics,1,20.98,20.98
C0530,2023-05-07,Fiction Novel,Books,1,10.81,10.81
C0028,2023-05-08,LED Desk Lamp,Home,1,107.77,107.77
C0097,2023-05-08,Kitchen Scale,Home,1,29.61,29.61
C0099,2023-05-08,Power Bank,Electronics,2,44.06,88.12
C0145,2023-05-08,USB-C Cable,Electronics,2,14.83,29.66
C0154,2023-05-08,Power Bank,Electronics,2,41.63,83.26
C0165,2023-05-08,Smartphone Case,Electronics,1,22.05,22.05
C0200,2023-05-08,Kitchen Scale,Home,3,28.17,84.51
C0227,2023-05-08,Running Shoes,Fashion,3,100.44,301.32
C0231,2023-05-08,Vacuum Cleaner,Home,1,188.96,188.96
C0254,2023-05-08,Screen Protector,Electronics,1,6.97,6.97
C0254,2023-05-08,Denim Jeans,Fashion,1,40.16,40.16
C0254,2023-05-08,Bluetooth Speaker,Electronics,1,33.77,33.77
C0335,2023-05-08,Self-Help Guide,Books,1,15.11,15.11
C0342,2023-05-08,Cookbook,Books,1,22.24,22.24
C0379,2023-05-08,Casual T-Shirt,Fashion,2,13.25,26.5
C0519,2023-05-08,Storage Bins,Home,1,12.09,12.09
C0528,2023-05-08,USB-C Cable,Electronics,3,9.92,29.76
C0547,2023-05-08,Sunglasses,Fashion,1,34.15,34.15
C0001,2023-05-09,Bluetooth Speaker,Electronics,1,114.24,114.24
C0029,2023-05-09,Business Strategy Book,Books,1,64.82,64.82
C0038,2023-05-09,Baseball Cap,Fashion,1,58.15,58.15
C0111,2023-05-09,Coffee Maker,Home,1,101.53,101.53
C0149,2023-05-09,Air Purifier,Home,1,255.53,255.53
C0175,2023-05-09,Bluetooth Speaker,Electronics,1,59.28,59.28
C0206,2023-05-09,Sunglasses,Fashion,1,55.49,55.49
C0369,2023-05-09,Bluetooth Speaker,Electronics,1,34.83,34.83
C0415,2023-05-09,Coffee Maker,Home,3,58.61,175.83
C0441,2023-05-09,USB-C Cable,Electronics,2,9.79,19.58
C0449,2023-05-09,USB-C Cable,Electronics,1,9.99,9.99
C0459,2023-05-09,Screen Protector,Electronics,4,7.28,29.12
C0481,2023-05-09,Self-Help Guide,Books,4,14.5,58.0
C0485,2023-05-09,Coffee Maker,Home,2,58.74,117.48
C0529,2023-05-09,Power Bank,Electronics,1,25.34,25.34
C0530,2023-05-09,Smartphone Case,Electronics,2,14.31,28.62
C0540,2023-05-09,Coffee Maker,Home,1,58.57,58.57
C0548,2023-05-09,Wireless Headphones,Electronics,1,61.69,61.69
C0054,2023-05-10,Business Strategy Book,Books,3,32.08,96.24
C0096,2023-05-10,Smartphone Case,Electronics,2,24.0,48.0
C0156,2023-05-10,USB-C Cable,Electronics,1,14.12,14.12
C0158,2023-05-10,Casual T-Shirt,Fashion,1,24.72,24.72
C0204,2023-05-10,Smartphone Case,Electronics,1,25.13,25.13
C0216,2023-05-10,Smartphone Case,Electronics,1,26.06,26.06
C0271,2023-05-10,Kitchen Scale,Home,1,17.23,17.23
C0299,2023-05-10,Self-Help Guide,Books,2,14.46,28.92
C0343,2023-05-10,Business Strategy Book,Books,2,16.45,32.9
C0393,2023-05-10,Wireless Headphones,Electronics,1,60.55,60.55
C0406,2023-05-10,Self-Help Guide,Books,1,12.94,12.94
C0492,2023-05-10,Fiction Novel,Books,1,9.66,9.66
C0500,2023-05-10,USB-C Cable,Electronics,2,8.23,16.46
C0509,2023-05-10,Vacuum Cleaner,Home,4,108.39,433.56
C0517,2023-05-10,Air Purifier,Home,4,144.81,579.24
C0531,2023-05-10,Denim Jeans,Fashion,1,42.36,42.36
C0536,2023-05-10,Kitchen Scale,Home,3,17.5,52.5
C0040,2023-05-11,Baseball Cap,Fashion,2,56.46,112.92
C0066,2023-05-11,Car Phone Mount,Electronics,1,27.21,27.21
C0114,2023-05-11,Cookbook,Books,1,36.56,36.56
C0119,2023-05-11,LED Desk Lamp,Home,1,52.64,52.64
C0135,2023-05-11,Storage Bins,Home,1,19.19,19.19
C0173,2023-05-11,Bluetooth Speaker,Electronics,1,57.28,57.28
C0240,2023-05-11,Wireless Headphones,Electronics,1,102.83,102.83
C0252,2023-05-11,Wireless Charger,Electronics,1,22.27,22.27
C0417,2023-05-11,Wireless Headphones,Electronics,2,60.88,121.76
C0437,2023-05-11,Running Shoes,Fashion,2,65.09,130.18
C0453,2023-05-11,Cookbook,Books,4,22.92,91.68
C0508,2023-05-11,Power Bank,Electronics,1,25.91,25.91
C0513,2023-05-11,USB-C Cable,Electronics,3,8.59,25.77
C0523,2023-05-11,Screen Protector,Electronics,3,7.03,21.09
C0526,2023-05-11,Smartphone Case,Electronics,3,13.27,39.81
C0004,2023-05-12,Vacuum Cleaner,Home,4,382.33,1529.32
C0041,2023-05-12,Smartphone Case,Electronics,4,54.3,217.2
C0178,2023-05-12,Cookbook,Books,1,36.01,36.01
C0247,2023-05-12,Screen Protector,Electronics,1,12.45,12.45
C0258,2023-05-12,Wireless Charger,Electronics,1,19.41,19.41
C0262,2023-05-12,Kitchen Scale,Home,1,18.71,18.71
C0264,2023-05-12,Cookbook,Books,3,20.09,60.27
C0300,2023-05-12,LED Desk Lamp,Home,1,30.63,30.63
C0488,2023-05-12,Baseball Cap,Fashion,1,18.25,18.25
C0502,2023-05-12,Sunglasses,Fashion,4,33.29,133.16
C0536,2023-05-12,Denim Jeans,Fashion,1,40.49,40.49
C0047,2023-05-13,Casual T-Shirt,Fashion,1,54.13,54.13
C0047,2023-05-13,Wireless Headphones,Electronics,1,241.04,241.04
C0056,2023-05-13,Self-Help Guide,Books,1,25.94,25.94
C0087,2023-05-13,Air Purifier,Home,1,227.19,227.19
C0092,2023-05-13,Screen Protector,Electronics,1,12.32,12.32
C0094,2023-05-13,USB-C Cable,Electronics,2,15.98,31.96
C0106,2023-05-13,Sunglasses,Fashion,2,54.88,109.76
C0144,2023-05-13,Coffee Maker,Home,1,99.25,99.25
C0165,2023-05-13,Power Bank,Electronics,1,42.6,42.6
C0172,2023-05-13,Screen Protector,Electronics,2,10.81,21.62
C0200,2023-05-13,Self-Help Guide,Books,1,25.14,25.14
C0218,2023-05-13,Wireless Headphones,Electronics,1,100.54,100.54
C0234,2023-05-13,Wireless Charger,Electronics,1,34.38,34.38
C0255,2023-05-13,Coffee Maker,Home,2,55.54,111.08
C0259,2023-05-13,Casual T-Shirt,Fashion,4,13.4,53.6
C0261,2023-05-13,Kitchen Scale,Home,1,18.38,18.38
C0262,2023-05-13,Coffee Maker,Home,1,51.87,51.87
C0264,2023-05-13,Fiction Novel,Books,2,10.58,21.16
C0279,2023-05-13,Air Purifier,Home,3,145.8,437.4
C0285,2023-05-13,Car Phone Mount,Electronics,1,18.1,18.1
C0294,2023-05-13,Coffee Maker,Home,2,59.2,118.4
C0298,2023-05-13,Wireless Charger,Electronics,2,20.97,41.94
C0302,2023-05-13,USB-C Cable,Electronics,2,8.37,16.74
C0324,2023-05-13,Sunglasses,Fashion,4,35.55,142.2
C0367,2023-05-13,Smartphone Case,Electronics,1,15.26,15.26
C0376,2023-05-13,Car Phone Mount,Electronics,1,18.15,18.15
C0405,2023-05-13,Wireless Headphones,Electronics,1,67.14,67.14
C0458,2023-05-13,Kitchen Scale,Home,1,18.62,18.62
C0462,2023-05-13,Kitchen Scale,Home,1,19.95,19.95
C0472,2023-05-13,Cookbook,Books,1,22.12,22.12
C0488,2023-05-13,Business Strategy Book,Books,1,17.39,17.39
C0492,2023-05-13,Vacuum Cleaner,Home,2,95.05,190.1
C0498,2023-05-13,Kitchen Scale,Home,1,18.73,18.73
C0526,2023-05-13,Fiction Novel,Books,2,11.02,22.04
C0032,2023-05-14,Casual T-Shirt,Fashion,2,50.28,100.56
C0038,2023-05-14,Screen Protector,Electronics,2,23.21,46.42
C0044,2023-05-14,Casual T-Shirt,Fashion,1,54.12,54.12
C0047,2023-05-14,Smartphone Case,Electronics,1,54.71,54.71
C0051,2023-05-14,Fiction Novel,Books,2,16.86,33.72
C0107,2023-05-14,Bluetooth Speaker,Electronics,2,57.36,114.72
C0139,2023-05-14,Business Strategy Book,Books,1,29.25,29.25
C0146,2023-05-14,Air Purifier,Home,2,262.82,525.64
C0161,2023-05-14,Wireless Headphones,Electronics,2,112.39,224.78
C0190,2023-05-14,Storage Bins,Home,1,20.09,20.09
C0203,2023-05-14,Cookbook,Books,1,33.67,33.67
C0333,2023-05-14,Storage Bins,Home,1,10.23,10.23
C0411,2023-05-14,Coffee Maker,Home,2,53.77,107.54
C0443,2023-05-14,Running Shoes,Fashion,3,57.36,172.08
C0492,2023-05-14,Power Bank,Electronics,1,25.36,25.36
C0497,2023-05-14,Cookbook,Books,1,20.83,20.83
C0092,2023-05-15,Running Shoes,Fashion,1,103.34,103.34
C0149,2023-05-15,Sunglasses,Fashion,1,61.51,61.51
C0204,2023-05-15,Air Purifier,Home,3,261.0,783.0
C0205,2023-05-15,Sunglasses,Fashion,1,56.02,56.02
C0234,2023-05-15,Vacuum Cleaner,Home,3,178.17,534.51
C0394,2023-05-15,Running Shoes,Fashion,2,68.96,137.92
C0403,2023-05-15,Fiction Novel,Books,2,11.48,22.96
C0450,2023-05-15,Wireless Headphones,Electronics,2,63.94,127.88
C0483,2023-05-15,Coffee Maker,Home,3,54.22,162.66
C0488,2023-05-15,Running Shoes,Fashion,1,62.99,62.99
C0027,2023-05-16,Business Strategy Book,Books,1,58.58,58.58
C0053,2023-05-16,Storage Bins,Home,2,18.54,37.08
C0106,2023-05-16,Self-Help Guide,Books,3,26.23,78.69
C0166,2023-05-16,Cookbook,Books,2,34.28,68.56
C0385,2023-05-16,LED Desk Lamp,Home,1,29.29,29.29
C0432,2023-05-16,Car Phone Mount,Electronics,1,18.03,18.03
C0469,2023-05-16,USB-C Cable,Electronics,1,9.43,9.43
C0545,2023-05-16,USB-C Cable,Electronics,3,9.82,29.46
C0037,2023-05-17,Cookbook,Books,1,80.12,80.12
C0106,2023-05-17,Smartphone Case,Electronics,2,23.09,46.18
C0131,2023-05-17,Screen Protector,Electronics,1,12.05,12.05
C0170,2023-05-17,Smartphone Case,Electronics,2,26.33,52.66
C0187,2023-05-17,Casual T-Shirt,Fashion,4,22.23,88.92
C0187,2023-05-17,Running Shoes,Fashion,2,99.84,199.68
C0202,2023-05-17,Fiction Novel,Books,1,19.38,19.38
C0220,2023-05-17,Screen Protector,Electronics,1,10.93,10.93
C0262,2023-05-17,Power Bank,Electronics,1,23.22,23.22
C0471,2023-05-17,LED Desk Lamp,Home,1,26.1,26.1
C0517,2023-05-17,Air Purifier,Home,2,131.47,262.94
C0524,2023-05-17,Screen Protector,Electronics,2,7.62,15.24
C0020,2023-05-18,Vacuum Cleaner,Home,4,384.3,1537.2
C0066,2023-05-18,Running Shoes,Fashion,1,110.26,110.26
C0117,2023-05-18,Storage Bins,Home,2,18.18,36.36
C0162,2023-05-18,Kitchen Scale,Home,1,33.91,33.91
C0186,2023-05-18,Fiction Novel,Books,1,16.49,16.49
C0194,2023-05-18,LED Desk Lamp,Home,1,52.45,52.45
C0215,2023-05-18,Baseball Cap,Fashion,2,30.05,60.1
C0216,2023-05-18,Kitchen Scale,Home,1,33.63,33.63
C0277,2023-05-18,USB-C Cable,Electronics,1,8.39,8.39
C0357,2023-05-18,LED Desk Lamp,Home,3,27.52,82.56
C0392,2023-05-18,Running Shoes,Fashion,1,57.57,57.57
C0533,2023-05-18,Running Shoes,Fashion,1,59.7,59.7
C0129,2023-05-19,USB-C Cable,Electronics,2,17.12,34.24
C0131,2023-05-19,Sunglasses,Fashion,3,61.77,185.31
C0145,2023-05-19,Car Phone Mount,Electronics,1,31.3,31.3
C0146,2023-05-19,Storage Bins,Home,1,19.77,19.77
C0207,2023-05-19,Coffee Maker,Home,1,100.71,100.71
C0219,2023-05-19,Denim Jeans,Fashion,3,69.41,208.23
C0324,2023-05-19,USB-C Cable,Electronics,2,8.49,16.98
C0354,2023-05-19,Cookbook,Books,4,22.13,88.52
C0463,2023-05-19,Fiction Novel,Books,1,10.71,10.71
C0503,2023-05-19,Running Shoes,Fashion,1,64.9,64.9
C0505,2023-05-19,Business Strategy Book,Books,1,15.98,15.98
C0536,2023-05-19,Coffee Maker,Home,1,60.51,60.51
C0080,2023-05-20,Storage Bins,Home,1,20.98,20.98
C0132,2023-05-20,Sunglasses,Fashion,1,64.77,64.77
C0252,2023-05-20,Casual T-Shirt,Fashion,2,12.91,25.82
C0314,2023-05-20,Coffee Maker,Home,4,59.33,237.32
C0343,2023-05-20,Wireless Headphones,Electronics,1,67.18,67.18
C0361,2023-05-20,Sunglasses,Fashion,3,31.89,95.67
C0373,2023-05-20,Coffee Maker,Home,1,50.67,50.67
C0397,2023-05-20,LED Desk Lamp,Home,2,26.27,52.54
C0485,2023-05-20,Storage Bins,Home,2,11.52,23.04
C0544,2023-05-20,Casual T-Shirt,Fashion,1,15.05,15.05
C0042,2023-05-21,Car Phone Mount,Electronics,1,61.35,61.35
C0044,2023-05-21,Baseball Cap,Fashion,3,64.13,192.39
C0098,2023-05-21,Business Strategy Book,Books,3,31.81,95.43
C0101,2023-05-21,Storage Bins,Home,1,20.0,20.0
C0192,2023-05-21,Screen Protector,Electronics,1,13.16,13.16
C0245,2023-05-21,Kitchen Scale,Home,2,29.79,59.58
C0247,2023-05-21,Casual T-Shirt,Fashion,2,25.52,51.04
C0311,2023-05-21,Storage Bins,Home,1,10.38,10.38
C0336,2023-05-21,Fiction Novel,Books,1,10.24,10.24
C0378,2023-05-21,Car Phone Mount,Electronics,2,16.06,32.12
C0407,2023-05-21,Air Purifier,Home,1,141.05,141.05
C0512,2023-05-21,Air Purifier,Home,1,126.25,126.25
C0019,2023-05-22,Business Strategy Book,Books,1,63.73,63.73
C0034,2023-05-22,Fiction Novel,Books,1,35.81,35.81
C0051,2023-05-22,Fiction Novel,Books,2,19.72,39.44
C0053,2023-05-22,LED Desk Lamp,Home,1,52.08,52.08
C0076,2023-05-22,Casual T-Shirt,Fashion,2,25.99,51.98
C0144,2023-05-22,Bluetooth Speaker,Electronics,1,49.7,49.7
C0146,2023-05-22,Kitchen Scale,Home,1,28.86,28.86
C0327,2023-05-22,LED Desk Lamp,Home,3,25.85,77.55
C0402,2023-05-22,Wireless Charger,Electronics,2,20.07,40.14
C0418,2023-05-22,Cookbook,Books,2,19.53,39.06
C0468,2023-05-22,Smartphone Case,Electronics,1,13.58,13.58
C0483,2023-05-22,Casual T-Shirt,Fashion,2,12.73,25.46
C0537,2023-05-22,Coffee Maker,Home,1,61.26,61.26
C0544,2023-05-22,Fiction Novel,Books,1,11.5,11.5
C0017,2023-05-23,Coffee Maker,Home,3,200.37,601.11
C0150,2023-05-23,Wireless Charger,Electronics,1,38.48,38.48
C0225,2023-05-23,USB-C Cable,Electronics,2,16.09,32.18
C0231,2023-05-23,Fiction Novel,Books,1,18.59,18.59
C0306,2023-05-23,LED Desk Lamp,Home,1,29.62,29.62
C0322,2023-05-23,USB-C Cable,Electronics,2,8.48,16.96
C0324,2023-05-23,Wireless Charger,Electronics,1,19.03,19.03
C0421,2023-05-23,Air Purifier,Home,1,131.37,131.37
C0504,2023-05-23,Smartphone Case,Electronics,1,13.06,13.06
C0056,2023-05-24,Car Phone Mount,Electronics,1,27.64,27.64
C0071,2023-05-24,Business Strategy Book,Books,1,28.75,28.75
C0071,2023-05-24,LED Desk Lamp,Home,2,43.42,86.84
C0143,2023-05-24,Running Shoes,Fashion,1,102.89,102.89
